id,hotel,book_number,rooms,amount,prepay,price_per_night,pmnt_type,date_book,date_cancel,date_in,nights,date_out,channel,status_book,object,guests,room_type_agg,target
92855,6,20220430-21997-135376370,1,8600,8600,8600,Банк. карта: Банк Россия (банк. карта),2022-04-23,,2022-04-30,1,2022-05-01,OTA,Активный,ТНК ЛП,1,Стандарт,1
92856,6,20220712-21997-135364210,2,14400,14400,7200,Банк. карта: Банк Россия (банк. карта),2022-04-23,,2022-07-12,1,2022-07-13,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92858,6,20220503-21997-135338491,1,24300,8300,8100,Банк. карта: Банк Россия (банк. карта),2022-04-23,,2022-05-03,3,2022-05-06,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92859,6,20220502-21997-135329820,1,8600,8600,8600,Банк. карта: Банк Россия (банк. карта),2022-04-23,,2022-05-02,1,2022-05-03,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92863,6,20220426-21997-135270056,1,6800,0,6800,При заселении,2022-04-22,,2022-04-26,1,2022-04-27,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92865,6,20220511-21997-135228660,1,7400,7400,7400,Банк. карта: Банк Россия (банк. карта),2022-04-22,,2022-05-11,1,2022-05-12,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92866,6,20220426-21997-135196590,1,13400,0,6700,При заселении,2022-04-22,,2022-04-26,2,2022-04-28,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92867,6,20220505-21997-135183571,1,7900,7900,7900,Банк. карта: Банк Россия (банк. карта),2022-04-22,,2022-05-05,1,2022-05-06,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92868,6,20220506-21997-135176474,1,7700,7700,7700,Банк. карта: Банк Россия (банк. карта),2022-04-22,,2022-05-06,1,2022-05-07,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92870,6,20220509-21997-135145786,2,16600,16600,8300,Банк. карта: Банк Россия (банк. карта),2022-04-21,,2022-05-09,1,2022-05-10,Сайт,Активный,ТНК ЛП,4,Стандарт,1
92871,6,20220423-21997-135144068,1,8100,0,8100,При заселении,2022-04-21,,2022-04-23,1,2022-04-24,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92872,6,20220422-21997-135132671,1,22700,11200,11350,Банк. карта: Банк Россия (банк. карта),2022-04-21,,2022-04-22,2,2022-04-24,Сайт,Активный,ТНК ЛП,1,Студия,1
92873,6,20220426-21997-135120961,1,6600,0,6600,При заселении,2022-04-21,,2022-04-26,1,2022-04-27,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92875,6,20220429-21997-135074358,1,11500,11500,11500,Банк. карта: Банк Россия (банк. карта),2022-04-21,,2022-04-29,1,2022-04-30,Сайт,Активный,ТНК ЛП,3,Студия,1
92876,6,20220530-21997-135028175,1,40120,12580,13373.33,Банк. карта: Банк Россия (банк. карта),2022-04-21,,2022-05-30,3,2022-06-02,Сайт,Активный,ТНК ЛП,4,Студия,1
92878,6,20220815-21997-135000491,1,19440,0,4860,Отложенная электронная оплата: Банк Россия (банк. карта),2022-04-21,2022-04-28,2022-08-15,4,2022-08-19,Сайт,Неподтвержденные,ТНК ЛП,1,Стандарт,0
92879,6,20220727-21997-134991331,1,35500,17900,17750,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-07-28,2,2022-07-30,Сайт,Активный,ТНК ЛП,2,Студия,1
92880,6,20220421-21997-134995380,1,14100,0,7050,При заселении,2022-04-20,,2022-04-21,2,2022-04-23,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92881,6,20220426-21997-134994269,1,12800,0,6400,При заселении,2022-04-20,,2022-04-26,2,2022-04-28,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92884,6,20220708-21997-134978153,1,15800,15800,7900,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-07-08,2,2022-07-10,Сайт,Активный,ТНК ЛП,3,Стандарт,1
92885,6,20220520-21997-134976848,1,15800,7900,7900,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-05-20,2,2022-05-22,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92889,6,20220504-21997-134913044,1,14300,14300,14300,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-05-04,1,2022-05-05,Сайт,Активный,ТНК ЛП,1,Студия,1
92890,6,20220504-21997-134907918,1,8100,8100,8100,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-05-04,1,2022-05-05,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92891,6,20220509-21997-134901557,1,7300,7300,7300,Банк. карта: Банк Россия (банк. карта),2022-04-20,2022-05-01,2022-05-09,1,2022-05-10,OTA,Отмена,ТНК ЛП,1,Стандарт,0
92892,6,20220606-21997-134886381,1,23940,5940,5985,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-06-06,4,2022-06-10,OTA,Активный,ТНК ЛП,1,Стандарт,1
92893,6,20220504-21997-134877298,1,16000,8100,8000,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-05-04,2,2022-05-06,OTA,Активный,ТНК ЛП,2,Стандарт,1
92894,6,20220502-21997-134864600,1,16900,8600,8450,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-05-02,2,2022-05-04,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92895,6,20220502-21997-134861800,1,16900,8600,8450,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-05-02,2,2022-05-04,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92896,6,20220509-21997-134835728,2,16600,16600,8300,Банк. карта: Банк Россия (банк. карта),2022-04-20,,2022-05-09,1,2022-05-10,OTA,Активный,ТНК ЛП,4,Стандарт,1
92897,6,20220708-21997-134832534,1,29500,29500,14750,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-07-08,2,2022-07-10,OTA,Активный,ТНК ЛП,3,Студия,1
92898,6,20220611-21997-134829591,1,74630,11390,10661.43,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-06-11,7,2022-06-18,OTA,Активный,ТНК ЛП,1,Студия,1
92900,6,20220424-21997-134790136,1,13000,13000,6500,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-04-24,2,2022-04-26,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92901,6,20220430-21997-134791790,1,8600,8600,8600,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-04-30,1,2022-05-01,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92902,6,20220508-21997-134788475,1,17800,9500,8900,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-05-08,2,2022-05-10,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92904,6,20220509-21997-134770921,1,8300,8300,8300,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-05-09,1,2022-05-10,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92905,6,20220503-21997-134767279,1,24300,8300,8100,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-05-03,3,2022-05-06,OTA,Активный,ТНК ЛП,2,Стандарт,1
92906,6,20220503-21997-134763254,1,16400,8300,8200,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-05-03,2,2022-05-05,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92908,6,20220422-21997-134749397,1,15800,7700,7900,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-04-22,2,2022-04-24,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92909,6,20220502-21997-134741747,2,33800,17200,8450,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-05-02,2,2022-05-04,Сайт,Активный,ТНК ЛП,4,Стандарт,1
92911,6,20220505-21997-134731682,2,15800,15800,7900,Банк. карта: Банк Россия (банк. карта),2022-04-19,,2022-05-05,1,2022-05-06,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92912,6,20220427-21997-134702374,1,6400,0,6400,При заселении,2022-04-19,2022-04-27,2022-04-27,1,2022-04-28,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
92914,6,20220503-21997-134645969,1,20655,7055,6885,Банк. карта: Банк Россия (банк. карта),2022-04-18,,2022-05-03,3,2022-05-06,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92916,6,20220430-21997-134602400,1,13300,13300,13300,Банк. карта: Банк Россия (банк. карта),2022-04-18,,2022-04-30,1,2022-05-01,Сайт,Активный,ТНК ЛП,1,Студия,1
92918,6,20220508-21997-134570734,1,36800,19300,18400,Банк. карта: Банк Россия (банк. карта),2022-04-18,,2022-05-08,2,2022-05-10,Сайт,Активный,ТНК ЛП,4,Студия,1
92920,6,20220619-21997-134520473,1,6800,6800,6800,Банк. карта: Банк Россия (банк. карта),2022-04-17,2022-06-17,2022-06-19,1,2022-06-20,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
92922,6,20220505-21997-134510773,1,28600,28600,14300,Банк. карта: Банк Россия (банк. карта),2022-04-17,,2022-05-05,2,2022-05-07,Сайт,Активный,ТНК ЛП,2,Студия,1
92923,6,20220504-21997-134509899,2,54600,27400,13650,Банк. карта: Банк Россия (банк. карта),2022-04-17,,2022-05-04,2,2022-05-06,Сайт,Активный,ТНК ЛП,4,Студия,1
92925,6,20220602-21997-134487973,1,32400,5940,6480,Банк. карта: Банк Россия (банк. карта),2022-04-17,,2022-06-02,5,2022-06-07,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92926,6,20220430-21997-134482090,1,33600,16800,16800,Банк. карта: Банк Россия (банк. карта),2022-04-17,,2022-04-30,2,2022-05-02,Сайт,Активный,ТНК ЛП,1,Студия,1
92927,6,20220430-21997-134481192,1,18100,8600,9050,Банк. карта: Банк Россия (банк. карта),2022-04-17,,2022-04-30,2,2022-05-02,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92928,6,20220430-21997-134480581,1,18100,8600,9050,Банк. карта: Банк Россия (банк. карта),2022-04-17,,2022-04-30,2,2022-05-02,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92930,6,20220611-21997-134438996,1,17000,8500,8500,Банк. карта: Банк Россия (банк. карта),2022-04-17,,2022-06-11,2,2022-06-13,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92931,6,20220526-21997-134404486,2,24200,24200,12100,Банк. карта: Банк Россия (банк. карта),2022-04-16,,2022-05-26,1,2022-05-27,Сайт,Активный,ТНК ЛП,8,Студия,1
92933,6,20220526-21997-134388603,1,14500,14500,7250,Банк. карта: Банк Россия (банк. карта),2022-04-16,,2022-05-26,2,2022-05-28,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92934,6,20220417-21997-134377313,1,6600,0,6600,При заселении,2022-04-16,2022-04-17,2022-04-17,1,2022-04-18,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
92936,6,20220502-21997-134365760,1,8600,8600,8600,Банк. карта: Банк Россия (банк. карта),2022-04-16,,2022-05-02,1,2022-05-03,Сайт,Активный,ТНК ЛП,3,Стандарт,1
92937,6,20220422-21997-134353538,1,15600,0,7800,При заселении,2022-04-16,,2022-04-22,2,2022-04-24,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92938,6,20220507-21997-134347640,1,28600,14300,14300,Банк. карта: Банк Россия (банк. карта),2022-04-16,,2022-05-07,2,2022-05-09,Сайт,Активный,ТНК ЛП,2,Студия,1
92939,6,20220416-21997-134346629,1,8600,0,8600,При заселении,2022-04-16,,2022-04-16,1,2022-04-17,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92941,6,20220507-21997-134282743,1,27300,27300,9100,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,2022-04-30,2022-05-07,3,2022-05-10,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
92942,6,20220513-21997-134278645,1,15800,7900,7900,Банк. карта: Банк Россия (банк. карта),2022-04-15,,2022-05-13,2,2022-05-15,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92943,6,20220502-21997-134279652,1,21250,0,7083.33,Отложенная электронная оплата: Банк Россия (банк. карта),2022-04-15,2022-04-22,2022-05-02,3,2022-05-05,Сайт,Неподтвержденные,ТНК ЛП,1,Стандарт,0
92944,6,20220506-21997-134277918,1,7700,7700,7700,Банк. карта: Банк Россия (банк. карта),2022-04-15,2022-05-06,2022-05-06,1,2022-05-07,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
92946,6,20220608-21997-134275871,1,13400,13400,6700,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,,2022-06-08,2,2022-06-10,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92947,6,20220503-21997-134270745,1,42840,42840,14280,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,,2022-05-03,3,2022-05-06,Сайт,Активный,ТНК ЛП,1,Студия,1
92949,6,20220607-21997-134234306,1,6600,6600,6600,Внешняя система оплаты,2022-04-15,,2022-06-07,1,2022-06-08,OTA,Активный,ТНК ЛП,2,Стандарт,1
92950,6,20220611-21997-134210877,1,17000,17000,8500,Внешняя система оплаты,2022-04-15,2022-06-04,2022-06-11,2,2022-06-13,OTA,Отмена,ТНК ЛП,1,Стандарт,0
92951,6,20220501-21997-134178998,1,18100,18100,9050,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,,2022-05-01,2,2022-05-03,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92952,6,20220616-21997-134166049,3,43500,43500,7250,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,,2022-06-16,2,2022-06-18,Сайт,Активный,ТНК ЛП,9,Стандарт,1
92955,6,20220502-21997-134148682,1,8600,8600,8600,Банк. карта: Банк Россия (банк. карта),2022-04-15,2022-04-15,2022-05-02,1,2022-05-03,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
92956,6,20220611-21997-134134107,1,17000,17000,8500,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,,2022-06-11,2,2022-06-13,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92958,6,20220417-21997-134117513,1,13000,13000,6500,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,,2022-04-17,2,2022-04-19,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92959,6,20220507-21997-134106023,1,17200,17200,8600,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,2022-05-12,2022-05-07,2,2022-05-09,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
92960,6,20220507-21997-134103602,3,51600,51600,8600,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,2022-05-12,2022-05-07,2,2022-05-09,Сайт,Отмена,ТНК ЛП,6,Стандарт,0
92962,6,20220504-21997-134069020,1,11400,11400,5700,Внешняя система оплаты,2022-04-15,,2022-05-04,2,2022-05-06,OTA,Активный,ТНК ЛП,1,Стандарт,1
92963,6,20220613-21997-134059189,1,20610,20610,5152.5,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,,2022-06-13,4,2022-06-17,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92964,6,20220619-21997-134036116,1,16830,16830,5610,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-15,2022-05-17,2022-06-19,3,2022-06-22,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
92966,6,20220504-21997-134025161,1,24800,12400,12400,Банк. карта: Банк Россия (банк. карта),2022-04-14,,2022-05-04,2,2022-05-06,Сайт,Активный,ТНК ЛП,1,Студия,1
92967,6,20220808-21997-134024535,1,19440,0,4860,Отложенная электронная оплата: Банк Россия (банк. карта),2022-04-14,2022-04-21,2022-08-08,4,2022-08-12,Сайт,Неподтвержденные,ТНК ЛП,1,Стандарт,0
92969,6,20220415-21997-134016531,1,16300,0,8150,При заселении,2022-04-14,2022-04-14,2022-04-15,2,2022-04-17,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
92970,6,20220429-21997-134012030,1,33100,33100,8275,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-04-29,4,2022-05-03,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92973,6,20220606-21997-133989973,1,23940,23940,5985,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-06-06,4,2022-06-10,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92974,6,20220520-21997-133985954,1,38070,38070,9517.5,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-05-20,4,2022-05-24,Сайт,Активный,ТНК ЛП,2,Студия,1
92975,6,20220501-21997-133984232,1,9000,9000,9000,Банк. карта: Банк Россия (банк. карта),2022-04-14,,2022-05-01,1,2022-05-02,Сайт,Активный,ТНК ЛП,3,Стандарт,1
92976,6,20220414-21997-133982711,1,6200,0,6200,При заселении,2022-04-14,,2022-04-14,1,2022-04-15,Сайт,Активный,ТНК ЛП,2,Стандарт,1
92978,6,20220603-21997-133981226,1,15800,15800,7900,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-06-03,2,2022-06-05,Сайт,Активный,ТНК ЛП,3,Стандарт,1
92982,6,20220508-21997-133969314,1,26400,26400,13200,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-05-08,2,2022-05-10,Сайт,Активный,ТНК ЛП,3,Студия,1
92983,6,20220505-21997-133965201,1,14300,14300,7150,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-05-05,2,2022-05-07,OTA,Активный,ТНК ЛП,2,Стандарт,1
92985,6,20220529-21997-133954720,1,23970,23970,7990,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-05-29,3,2022-06-01,Сайт,Активный,ТНК ЛП,2,Студия,1
92987,6,20220509-21997-133894239,1,54740,54740,9123.33,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-05-09,6,2022-05-15,OTA,Активный,ТНК ЛП,3,Студия,1
92988,6,20220609-21997-133870773,1,35700,35700,11900,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-06-09,3,2022-06-12,Сайт,Активный,ТНК ЛП,2,Студия,1
92989,6,20220701-21997-133854844,1,16000,8100,8000,Банк. карта: Банк Россия (банк. карта),2022-04-14,,2022-07-01,2,2022-07-03,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92990,6,20220701-21997-133854494,1,16000,8100,8000,Банк. карта: Банк Россия (банк. карта),2022-04-14,,2022-07-01,2,2022-07-03,Сайт,Активный,ТНК ЛП,1,Стандарт,1
92991,6,20220501-21997-133853246,1,17300,17300,8650,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-05-01,2,2022-05-03,OTA,Активный,ТНК ЛП,2,Стандарт,1
92993,6,20220420-21997-133829583,1,12400,12400,6200,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,2022-04-18,2022-04-20,2,2022-04-22,Сайт,Отмена,ТНК ЛП,2,Стандарт,0
92994,6,20220425-21997-133817966,1,18600,18600,9300,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-04-25,2,2022-04-27,Сайт,Активный,ТНК ЛП,1,Студия,1
92995,6,20220626-21997-133810202,1,21000,21000,10500,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-06-26,2,2022-06-28,Сайт,Активный,ТНК ЛП,1,Студия,1
92996,6,20220608-21997-133807559,1,59400,59400,11880,Внешняя система оплаты,2022-04-14,,2022-06-08,5,2022-06-13,OTA,Активный,ТНК ЛП,3,Студия,1
92999,6,20220503-21997-133806184,1,38000,38000,7600,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-05-03,5,2022-05-08,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93000,6,20220502-21997-133805140,1,19890,19890,6630,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-14,,2022-05-02,3,2022-05-05,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93002,6,20220506-21997-133803714,1,24900,24900,8300,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-13,,2022-05-06,3,2022-05-09,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93003,6,20220501-21997-133800018,1,9000,9000,9000,Банк. карта: Банк Россия (банк. карта),2022-04-13,,2022-05-01,1,2022-05-02,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93004,6,20220503-21997-133797812,1,67700,67700,13540,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-13,,2022-05-03,5,2022-05-08,Сайт,Активный,ТНК ЛП,4,Студия,1
93005,6,20220611-21997-133790533,1,16600,8300,8300,Банк. карта: Банк Россия (банк. карта),2022-04-13,,2022-06-11,2,2022-06-13,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93006,6,20220508-21997-133776401,1,16700,16700,8350,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-13,2022-04-30,2022-05-08,2,2022-05-10,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93007,6,20220426-21997-133774731,1,10600,10600,5300,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-13,,2022-04-26,2,2022-04-28,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93008,6,20220510-21997-133767298,1,25740,25740,6435,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-13,,2022-05-10,4,2022-05-14,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93011,6,20220607-21997-133744248,1,17000,17000,5666.67,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-13,,2022-06-07,3,2022-06-10,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93012,6,20220430-21997-133727478,1,17300,17300,8650,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-13,,2022-04-30,2,2022-05-02,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93013,6,20220520-21997-133724958,1,15800,15800,7900,Банк. карта [Кешбэк. МИР]: Эквайринг ComfortBooking (Банк. карта),2022-04-13,,2022-05-20,2,2022-05-22,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93014,6,20220502-21997-133702672,1,8300,8300,8300,Банк. карта: Банк Россия (банк. карта),2022-04-13,,2022-05-02,1,2022-05-03,Сайт,Активный,ТНК ЛП,2,Стандарт,1
93015,6,20220510-21997-133700612,1,14100,14100,7050,Внешняя система оплаты,2022-04-13,,2022-05-10,2,2022-05-12,OTA,Активный,ТНК ЛП,3,Стандарт,1
93016,6,20220510-21997-133700467,1,14100,0,7050,Внешняя система оплаты,2022-04-13,2022-04-13,2022-05-10,2,2022-05-12,OTA,Отмена,ТНК ЛП,2,Стандарт,0
93017,6,20220423-21997-133690217,1,7900,0,7900,При заселении,2022-04-13,2022-04-15,2022-04-23,1,2022-04-24,Сайт,Отмена,ТНК ЛП,1,Стандарт,0
93019,6,20220730-21997-133665403,1,69275,9860,8659.38,Банк. карта: Банк Россия (банк. карта),2022-04-13,,2022-07-30,8,2022-08-07,Сайт,Активный,ТНК ЛП,2,Студия,1
93021,6,20220416-21997-133653038,1,8100,0,8100,При заселении,2022-04-13,,2022-04-16,1,2022-04-17,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93022,6,20220416-21997-133593119,1,14200,0,14200,Отложенная электронная оплата: Банк Россия (банк. карта),2022-04-12,2022-04-16,2022-04-16,1,2022-04-17,Сайт,Неподтвержденные,ТНК ЛП,1,Студия,0
93023,6,20220415-21997-133592802,1,7500,0,7500,При заселении,2022-04-12,,2022-04-15,1,2022-04-16,Сайт,Активный,ТНК ЛП,1,Стандарт,1
93024,6,20220425-21997-133581060,1,13000,6400,6500,Банк. карта: Банк Россия (банк. карта),2022-04-12,,2022-04-24,2,2022-04-26,OTA,Активный,ТНК ЛП,2,Стандарт,1
93025,6,20220503-21997-133581572,2,22600,22600,11300,Банк. карта: Банк Россия (банк. карта),2022-04-12,,2022-05-03,1,2022-05-04,Сайт,Активный,ТНК ЛП,2,Студия,1
