id,hotel,book_number,rooms,amount,prepay,price_per_night,pmnt_type,date_book,date_cancel,date_in,nights,date_out,channel,status_book,object,guests,room_type_agg,target
172,1,20191225-6634-57522860,1,23180,23180,11590,Банк. карта: Банк Россия (банк. карта),2019-12-13,,2019-12-25,2,2019-12-27,Сайт,Активный,Игора,1,Апартаменты,1
173,1,20200216-6634-57515585,1,30700,0,15350,Гарантия банковской картой,2019-12-12,2020-01-20,2020-02-15,2,2020-02-17,OTA,Отмена,Игора,1,Апартаменты,0
176,1,20191229-6634-57510593,1,14500,0,14500,Гарантия банковской картой,2019-12-12,,2019-12-29,1,2019-12-30,OTA,Активный,Игора,1,Апартаменты,1
177,1,20191228-6634-57510519,1,19000,0,19000,Гарантия банковской картой,2019-12-12,,2019-12-28,1,2019-12-29,OTA,Активный,Игора,1,Апартаменты,1
178,1,20200221-6634-57510104,1,25080,25080,8360,Банк. карта: Банк Россия (банк. карта),2019-12-12,,2020-02-21,3,2020-02-24,Сайт,Активный,Игора,2,Стандарт,1
180,1,20191214-6634-57505269,1,10900,10900,10900,Банк. карта: Банк Россия (банк. карта),2019-12-12,,2019-12-14,1,2019-12-15,Сайт,Активный,Игора,3,Стандарт,1
181,1,20191224-6634-57503793,1,43415,43415,7235.83,Банк. карта: Банк Россия (банк. карта),2019-12-12,,2019-12-24,6,2019-12-30,Сайт,Активный,Игора,2,Стандарт,1
182,1,20191222-6634-57498701,1,10450,0,10450,Внешняя система оплаты (С предоплатой),2019-12-12,2019-12-19,2019-12-22,1,2019-12-23,OTA,Отмена,Игора,1,Апартаменты,0
189,1,20191229-6634-57421992,1,6400,0,6400,Гарантия банковской картой,2019-12-11,,2019-12-29,1,2019-12-30,OTA,Активный,Игора,1,Стандарт,1
190,1,20191221-6634-57418780,1,26900,0,13450,Гарантия банковской картой,2019-12-11,2019-12-15,2019-12-21,2,2019-12-23,OTA,Отмена,Игора,1,Апартаменты,0
191,1,20191218-6634-57410570,1,12450,0,12450,Гарантия банковской картой,2019-12-11,,2019-12-18,1,2019-12-19,OTA,Активный,Игора,1,Апартаменты,1
194,1,20191215-6634-57388156,1,7000,0,7000,Гарантия банковской картой,2019-12-11,,2019-12-15,1,2019-12-16,OTA,Активный,Игора,1,Стандарт,1
195,1,20191214-6634-57379871,1,13650,0,13650,Гарантия банковской картой,2019-12-11,2019-12-12,2019-12-14,1,2019-12-15,OTA,Отмена,Игора,1,Апартаменты,0
197,1,20191228-6634-57373932,1,15770,15770,7885,Банк. карта: Банк Россия (банк. карта),2019-12-10,2019-12-24,2019-12-28,2,2019-12-30,Сайт,Отмена,Игора,1,Стандарт,0
198,1,20191222-6634-57373056,1,7000,7000,7000,Банк. карта: Банк Россия (банк. карта),2019-12-10,,2019-12-22,1,2019-12-23,Сайт,Активный,Игора,3,Стандарт,1
199,1,20200124-6634-57369041,1,34000,0,17000,Гарантия банковской картой,2019-12-10,,2020-01-24,2,2020-01-26,OTA,Активный,Игора,1,Апартаменты,1
201,1,20191214-6634-57359027,1,11100,0,11100,Гарантия банковской картой,2019-12-10,2019-12-13,2019-12-14,1,2019-12-15,OTA,Отмена,Игора,1,Стандарт,0
202,1,20191214-6634-57347267,1,13650,0,13650,Гарантия банковской картой,2019-12-10,,2019-12-14,1,2019-12-15,OTA,Активный,Игора,1,Апартаменты,1
203,1,20191211-6634-57339763,1,4200,4200,4200,Банк. карта: Банк Россия (банк. карта),2019-12-10,,2019-12-11,1,2019-12-12,Сайт,Активный,Игора,1,Стандарт,1
204,1,20191214-6634-57328576,1,30500,30500,30500,Банк. карта: Банк Россия (банк. карта),2019-12-10,,2019-12-14,1,2019-12-15,Сайт,Активный,Игора,5,Коттедж,1
205,1,20200126-6634-57326275,1,4900,0,4900,Гарантия банковской картой,2019-12-10,2020-01-23,2020-01-26,1,2020-01-27,OTA,Отмена,Игора,1,Стандарт,0
206,1,20191228-6634-57323470,1,14800,14800,14800,Банк. карта: Банк Россия (банк. карта),2019-12-10,,2019-12-28,1,2019-12-29,Сайт,Активный,Игора,1,Стандарт,1
207,1,20191211-6634-57319609,1,19570,19570,9785,Банк. карта: Банк Россия (банк. карта),2019-12-10,,2019-12-11,2,2019-12-13,Сайт,Активный,Игора,3,Апартаменты,1
208,1,20200219-6634-57314909,1,4900,0,4900,Гарантия банковской картой,2019-12-10,2020-01-16,2020-02-19,1,2020-02-20,OTA,Отмена,Игора,1,Стандарт,0
210,1,20200222-6634-57281548,1,51300,51300,25650,Банк. карта: Банк Россия (банк. карта),2019-12-09,,2020-02-22,2,2020-02-24,Сайт,Активный,Игора,4,Коттедж,1
211,1,20200109-6634-57271632,1,50900,0,16966.67,Гарантия банковской картой,2019-12-09,,2020-01-09,3,2020-01-12,OTA,Активный,Игора,1,Апартаменты,1
212,1,20200203-6634-57268886,1,9800,0,4900,Гарантия банковской картой,2019-12-09,2019-12-10,2020-02-03,2,2020-02-05,OTA,Отмена,Игора,1,Стандарт,0
213,1,20200220-6634-57259094,1,41659,41659,13886.33,Банк. карта: Банк Россия (банк. карта),2019-12-09,2020-01-14,2020-02-20,3,2020-02-23,Сайт,Отмена,Игора,4,Апартаменты,0
214,1,20191214-6634-57256787,1,16650,16650,16650,Банк. карта: Банк Россия (банк. карта),2019-12-09,,2019-12-14,1,2019-12-15,Сайт,Активный,Игора,1,Апартаменты,1
215,1,20200116-6634-57256291,1,4800,4800,4800,Банк. карта: Банк Россия (банк. карта),2019-12-09,,2020-01-16,1,2020-01-17,Сайт,Активный,Игора,1,Стандарт,1
218,1,20191214-6634-57236392,1,35400,35400,35400,Банк. карта: Банк Россия (банк. карта),2019-12-09,,2019-12-14,1,2019-12-15,Сайт,Активный,Игора,6,Коттедж,1
219,1,20200109-6634-57232098,1,15300,0,15300,Гарантия банковской картой,2019-12-08,2020-01-07,2020-01-09,1,2020-01-10,OTA,Отмена,Игора,1,Апартаменты,0
